code,code_type,description,category,common_appeal_argument
N490,RARC,Incomplete/invalid referral form.,,
N491,RARC,Missing/Incomplete/Invalid Exclusionary Rider Condition.,,
N492,RARC,"Alert: A network provider may bill the member for this service if the member requested the service and agreed in writing, prior to receiving the service, to be financially responsible for the billed charge.",,
N493,RARC,Missing Doctor First Report of Injury.,,
N494,RARC,Incomplete/invalid Doctor First Report of Injury.,,
N495,RARC,Missing Supplemental Medical Report.,,
N496,RARC,Incomplete/invalid Supplemental Medical Report.,,
N497,RARC,Missing Medical Permanent Impairment or Disability Report.,,
N498,RARC,Incomplete/invalid Medical Permanent Impairment or Disability Report.,,
N499,RARC,Missing Medical Legal Report.,,
N500,RARC,Incomplete/invalid Medical Legal Report.,,
N501,RARC,Missing Vocational Report.,,
N502,RARC,Incomplete/invalid Vocational Report.,,
N503,RARC,Missing Work Status Report.,,
N504,RARC,Incomplete/invalid Work Status Report.,,
N505,RARC,Alert: This response includes only services that could be estimated in real-time. No estimate will be provided for the services that could not be estimated in real-time.,,
N506,RARC,Alert: This is an estimate of the member's liability based on the information available at the time the estimate was processed. Actual coverage and member liability amounts will be determined when the claim is processed. This is not a pre-authorization or a guarantee of payment.,,
N507,RARC,Plan distance requirements have not been met.,,
N508,RARC,Alert: This real-time claim adjudication response represents the member responsibility to the provider for services reported. The member will receive an Explanation of Benefits electronically or in the mail. Contact the insurer if there are any questions.,,
N509,RARC,Alert: A current inquiry shows the member's Consumer Spending Account contains sufficient funds to cover the member liability for this claim/service. Actual payment from the Consumer Spending Account will depend on the availability of funds and determination of eligible services at the time of payment processing.,,
N510,RARC,Alert: A current inquiry shows the member's Consumer Spending Account does not contain sufficient funds to cover the member's liability for this claim/service. Actual payment from the Consumer Spending Account will depend on the availability of funds and determination of eligible services at the time of payment processing.,,
N511,RARC,Alert: Information on the availability of Consumer Spending Account funds to cover the member liability on this claim/service is not available at this time.,,
N512,RARC,Alert: This is the initial remit of a non-NCPDP claim originally submitted real-time without change to the adjudication.,,
N513,RARC,Alert: This is the initial remit of a non-NCPDP claim originally submitted real-time with a change to the adjudication.,,
N514,RARC,Consult plan benefit documents/guidelines for information about restrictions for this service.,,
N515,RARC,Alert: Submit this claim to the patient's other insurer for potential payment of supplemental benefits. We did not forward the claim information. (use N387 instead),,
N516,RARC,Records indicate a mismatch between the submitted NPI and EIN.,,
N517,RARC,Resubmit a new claim with the requested information.,,
N518,RARC,No separate payment for accessories when furnished for use with oxygen equipment.,,
N519,RARC,Invalid combination of HCPCS modifiers.,,
N520,RARC,Alert: Payment made from a Consumer Spending Account.,,
N521,RARC,Mismatch between the submitted provider information and the provider information stored in our system.,,
N522,RARC,"Duplicate of a claim processed, or to be processed, as a crossover claim.",,
N523,RARC,The limitation on outlier payments defined by this payer for this service period has been met. The outlier payment otherwise applicable to this claim has not been paid.,,
N524,RARC,Based on policy this payment constitutes payment in full.,,
N525,RARC,These services are not covered when performed within the global period of another service.,,
N526,RARC,Not qualified for recovery based on employer size.,,
N527,RARC,We processed this claim as the primary payer prior to receiving the recovery demand.,,
N528,RARC,Patient is entitled to benefits for Institutional Services only.,,
N529,RARC,Patient is entitled to benefits for Professional Services only.,,
N530,RARC,Not Qualified for Recovery based on enrollment information.,,
N531,RARC,Not qualified for recovery based on direct payment of premium.,,
N532,RARC,Not qualified for recovery based on disability and working status.,,
N533,RARC,Services performed in an Indian Health Services facility under a self-insured tribal Group Health Plan.,,
N534,RARC,"This is an individual policy, the employer does not participate in plan sponsorship.",,
N535,RARC,Payment is adjusted when procedure is performed in this place of service based on the submitted procedure code and place of service.,,
N536,RARC,"We are not changing the prior payer's determination of patient responsibility, which you may collect, as this service is not covered by us.",,
N537,RARC,We have examined claims history and no records of the services have been found.,,
N538,RARC,A facility is responsible for payment to outside providers who furnish these services/supplies/drugs to its patients/residents.,,
N539,RARC,Alert: We processed appeals/waiver requests on your behalf and that request has been denied.,,
N540,RARC,Payment adjusted based on the interrupted stay policy.,,
N541,RARC,Mismatch between the submitted insurance type code and the information stored in our system.,,
N542,RARC,Missing income verification.,,
N543,RARC,Incomplete/invalid income verification.,,
N544,RARC,"Alert: Although this was paid, you have billed with a referring/ordering provider that does not match our system record. Unless corrected this will not be paid in the future.",,
N545,RARC,Payment reduced based on status as an unsuccessful eprescriber per the Electronic Prescribing (eRx) Incentive Program.,,
N546,RARC,Payment represents a previous reduction based on the Electronic Prescribing (eRx) Incentive Program.,,
N547,RARC,A refund request (Frequency Type Code 8) was processed previously.,,
N548,RARC,Alert: Patient's calendar year deductible has been met.,,
N549,RARC,Alert: Patient's calendar year out-of-pocket maximum has been met.,,
N550,RARC,Alert: You have not responded to requests to revalidate your provider/supplier enrollment information. Your failure to revalidate your enrollment information will result in a payment hold in the near future.,,
N551,RARC,Payment adjusted based on the Ambulatory Surgical Center (ASC) Quality Reporting Program.,,
N552,RARC,Payment adjusted to reverse a previous withhold/bonus amount.,,
N553,RARC,Payment adjusted based on a Low Income Subsidy (LIS) retroactive coverage or status change.,,
N554,RARC,Missing/Incomplete/Invalid Family Planning Indicator.,,
N555,RARC,Missing medication list.,,
N556,RARC,Incomplete/invalid medication list.,,
N557,RARC,This claim/service is not payable under our service area. The claim must be filed to the Payer/Plan in whose service area the specimen was collected.,,
N558,RARC,This claim/service is not payable under our service area. The claim must be filed to the Payer/Plan in whose service area the equipment was received.,,
N559,RARC,This claim/service is not payable under our service area. The claim must be filed to the Payer/Plan in whose service area the Ordering Physician is located.,,
N560,RARC,The pilot program requires an interim or final claim within 60 days of the Notice of Admission. A claim was not received.,,
N561,RARC,The bundled claim originally submitted for this episode of care includes related readmissions. You may resubmit the original claim to receive a corrected payment based on this readmission.,,
N562,RARC,The provider number of your incoming claim does not match the provider number on the processed Notice of Admission (NOA) for this bundled payment.,,
N563,RARC,Alert: Missing required provider/supplier issuance of advance patient notice of non-coverage. The patient is not liable for payment for this service.,,
N564,RARC,Patient did not meet the inclusion criteria for the demonstration project or pilot program.,,
N565,RARC,Alert: This non-payable reporting code requires a modifier. Future claims containing this non-payable reporting code must include an appropriate modifier for the claim to be processed.,,
N566,RARC,Alert: This procedure code requires functional reporting. Future claims containing this procedure code must include an applicable non-payable code and appropriate modifiers for the claim to be processed.,,
N567,RARC,Not covered when considered preventative.,,
N568,RARC,Alert: Initial payment based on the Notice of Admission (NOA) under the Bundled Payment Model IV initiative.,,
N569,RARC,Not covered when performed for the reported diagnosis.,,
N570,RARC,Missing/incomplete/invalid credentialing data.,,
N571,RARC,Alert: Payment will be issued quarterly by another payer/contractor.,,
N572,RARC,This procedure is not payable unless appropriate non-payable reporting codes and associated modifiers are submitted.,,
N573,RARC,Alert: You have been overpaid and must refund the overpayment. The refund will be requested separately by another payer/contractor.,,
N574,RARC,Our records indicate the ordering/referring provider is of a type/specialty that cannot order or refer. Please verify that the claim ordering/referring provider information is accurate or contact the ordering/referring provider.,,
N575,RARC,Mismatch between the submitted ordering/referring provider name and the ordering/referring provider name stored in our records.,,
N576,RARC,Services not related to the specific incident/claim/accident/loss being reported.,,
N577,RARC,Personal Injury Protection (PIP) Coverage.,,
N578,RARC,Coverages do not apply to this loss.,,
N579,RARC,Medical Payments Coverage (MPC).,,
N580,RARC,Determination based on the provisions of the insurance policy.,,
N581,RARC,Investigation of coverage eligibility is pending.,,
N582,RARC,Benefits suspended pending the patient's cooperation.,,
N583,RARC,"Patient was not an occupant of our insured vehicle and therefore, is not an eligible injured person.",,
N584,RARC,Not covered based on the insured's noncompliance with policy or statutory conditions.,,
N585,RARC,Benefits are no longer available based on a final injury settlement.,,
N586,RARC,The injured party does not qualify for benefits.,,
N587,RARC,Policy benefits have been exhausted.,,
N588,RARC,The patient has instructed that medical claims/bills are not to be paid.,,
N589,RARC,Coverage is excluded to any person injured as a result of operating a motor vehicle while in an intoxicated condition or while the ability to operate such a vehicle is impaired by the use of a drug.,,
N590,RARC,Missing independent medical exam detailing the cause of injuries sustained and medical necessity of services rendered.,,
N591,RARC,Payment based on an Independent Medical Examination (IME) or Utilization Review (UR).,,
N592,RARC,Adjusted because this is not the initial prescription or exceeds the amount allowed for the initial prescription.,,
N593,RARC,Not covered based on failure to attend a scheduled Independent Medical Exam (IME).,,
N594,RARC,Records reflect the injured party did not complete an Application for Benefits for this loss.,,
N595,RARC,Records reflect the injured party did not complete an Assignment of Benefits for this loss.,,
N596,RARC,Records reflect the injured party did not complete a Medical Authorization for this loss.,,
N597,RARC,Adjusted based on a medical/dental provider's apportionment of care between related injuries and other unrelated medical/dental conditions/injuries.,,
N598,RARC,Health care policy coverage is primary.,,
N599,RARC,"Our payment for this service is based upon a reasonable amount pursuant to both the terms and conditions of the policy of insurance under which the subject claim is being made as well as the Florida No-Fault Statute, which permits, when determining a reasonable charge for a service, an insurer to consider usual and customary charges and payments accepted by the provider, reimbursement levels in the community and various federal and state fee schedules applicable to automobile and other insurance coverages, and other information relevant to the reasonableness of the reimbursement for the service. The payment for this service is based upon 200% of the Participating Level of Medicare Part B fee schedule for the locale in which the services were rendered.",,
N600,RARC,Adjusted based on the applicable fee schedule for the region in which the service was rendered.,,
N601,RARC,"In accordance with Hawaii Administrative Rules, Title 16, Chapter 23 Motor Vehicle Insurance Law payment is recommended based on Medicare Resource Based Relative Value Scale System applicable to Hawaii.",,
N602,RARC,Adjusted based on the Redbook maximum allowance.,,
N603,RARC,This fee is calculated according to the New Jersey medical fee schedules for Automobile Personal Injury Protection and Motor Bus Medical Expense Insurance Coverage.,,
N604,RARC,"In accordance with New York No-Fault Law, Regulation 68, this base fee was calculated according to the New York Workers' Compensation Board Schedule of Medical Fees, pursuant to Regulation 83 and / or Appendix 17-C of 11 NYCRR.",,
N605,RARC,"This fee was calculated based upon New York All Patients Refined Diagnosis Related Groups (APR-DRG), pursuant to Regulation 68.",,
N606,RARC,The Oregon allowed amount for this procedure is based upon the Workers Compensation Fee Schedule (OAR 436-009). The allowed amount has been calculated in accordance with Section 4 of ORS 742.524.,,
N607,RARC,Service provided for non-compensable condition(s).,,
N608,RARC,"The fee schedule amount allowed is calculated at 110% of the Medicare Fee Schedule for this region, specialty and type of service. This fee is calculated in compliance with Act 6.",,
N609,RARC,80% of the provider's billed amount is being recommended for payment according to Act 6.,,
N610,RARC,Alert: Payment based on an appropriate level of care.,,
N611,RARC,Claim in litigation. Contact insurer for more information.,,
N612,RARC,Medical provider not authorized/certified to provide treatment to injured workers in this jurisdiction.,,
N613,RARC,"Alert: Although this was paid, you have billed with an ordering provider that needs to update their enrollment record. Please verify that the ordering provider information you submitted on the claim is accurate and if it is, contact the ordering provider instructing them to update their enrollment record. Unless corrected, a claim with this ordering provider will not be paid in the future.",,
N614,RARC,Alert: Additional information is included in the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information).,,
N615,RARC,"Alert: This enrollee receiving advance payments of the premium tax credit is in the grace period of three consecutive months for non-payment of premium. Under 45 CFR 156.270, a Qualified Health Plan issuer must pay all appropriate claims for services rendered to the enrollee during the first month of the grace period and may pend claims for services rendered to the enrollee in the second and third months of the grace period.",,
N616,RARC,Alert: This enrollee is in the first month of the advance premium tax credit grace period.,,
N617,RARC,This enrollee is in the second or third month of the advance premium tax credit grace period.,,
N618,RARC,Alert: This claim will automatically be reprocessed if the enrollee pays their premiums.,,
N619,RARC,Coverage terminated for non-payment of premium.,,
N620,RARC,Alert: This procedure code is for quality reporting/informational purposes only.,,
N621,RARC,"Charges for Jurisdiction required forms, reports, or chart notes are not payable.",,
N622,RARC,Not covered based on the date of injury/accident.,,
N623,RARC,Not covered when deemed unscientific/unproven/outmoded/experimental/excessive/inappropriate.,,
N624,RARC,The associated Workers' Compensation claim has been withdrawn.,,
N625,RARC,Missing/Incomplete/Invalid Workers' Compensation Claim Number.,,
N626,RARC,New or established patient E/M codes are not payable with chiropractic care codes.,,
N627,RARC,Service not payable per managed care contract.,,
N628,RARC,Out-patient follow up visits on the same date of service as a scheduled test or treatment is disallowed.,,
N629,RARC,Reviews/documentation/notes/summaries/reports/charts not requested.,,
N630,RARC,Referral not authorized by attending physician.,,
N631,RARC,Medical Fee Schedule does not list this code. An allowance was made for a comparable service.,,
N632,RARC,According to the Official Medical Fee Schedule this service has a relative value of zero and therefore no payment is due.,,
N633,RARC,Additional anesthesia time units are not allowed.,,
N634,RARC,The allowance is calculated based on anesthesia time units.,,
N635,RARC,The Allowance is calculated based on the anesthesia base units plus time.,,
N636,RARC,Adjusted because this is reimbursable only once per injury.,,
N637,RARC,Consultations are not allowed once treatment has been rendered by the same provider.,,
N638,RARC,Reimbursement has been made according to the home health fee schedule.,,
N639,RARC,Reimbursement has been made according to the inpatient rehabilitation facilities fee schedule.,,
N640,RARC,Exceeds number/frequency approved/allowed within time period.,,
N641,RARC,Reimbursement has been based on the number of body areas rated.,,
N642,RARC,Adjusted when billed as individual tests instead of as a panel.,,
N643,RARC,The services billed are considered Not Covered or Non-Covered (NC) in the applicable state fee schedule.,,
N644,RARC,Reimbursement has been made according to the bilateral procedure rule.,,
N645,RARC,Mark-up allowance.,,
N646,RARC,Reimbursement has been adjusted based on the guidelines for an assistant.,,
N647,RARC,Adjusted based on diagnosis-related group (DRG).,,
N648,RARC,Adjusted based on Stop Loss.,,
N649,RARC,Payment based on invoice.,,
N650,RARC,This policy was not in effect for this date of loss. No coverage is available.,,
N651,RARC,No Personal Injury Protection/Medical Payments Coverage on the policy at the time of the loss.,,
N652,RARC,The date of service is before the date of loss.,,
N653,RARC,The date of injury does not match the reported date of loss.,,
N654,RARC,Adjusted based on achievement of maximum medical improvement (MMI).,,
N655,RARC,Payment based on provider's geographic region.,,
N656,RARC,An interest payment is being made because benefits are being paid outside the statutory requirement.,,
N657,RARC,This should be billed with the appropriate code for these services.,,
N658,RARC,The billed service(s) are not considered medical expenses.,,
N659,RARC,This item is exempt from sales tax.,,
N660,RARC,Sales tax has been included in the reimbursement.,,
N661,RARC,Documentation does not support that the services rendered were medically necessary.,,
N662,RARC,Alert: Consideration of payment will be made upon receipt of a final bill.,,
N663,RARC,Adjusted based on an agreed amount.,,
N664,RARC,Adjusted based on a legal settlement.,,
N665,RARC,Services by an unlicensed provider are not reimbursable.,,
N666,RARC,Only one evaluation and management code at this service level is covered during the course of care.,,
N667,RARC,Missing prescription.,,
N668,RARC,Incomplete/invalid prescription.,,
N669,RARC,Adjusted based on the Medicare fee schedule.,,
N670,RARC,This service code has been identified as the primary procedure code subject to the Medicare Multiple Procedure Payment Reduction (MPPR) rule.,,
N671,RARC,Payment based on a jurisdiction cost-charge ratio.,,
N672,RARC,Alert: Amount applied to Health Insurance Offset.,,
N673,RARC,Reimbursement has been calculated based on an outpatient per diem or an outpatient factor and/or fee schedule amount.,,
N674,RARC,Not covered unless a pre-requisite procedure/service has been provided.,,
N675,RARC,Additional information is required from the injured party.,,
N676,RARC,Service does not qualify for payment under the Outpatient Facility Fee Schedule.,,
N677,RARC,Alert: Films/Images will not be returned.,,
N678,RARC,Missing post-operative images/visual field results.,,
N679,RARC,Incomplete/Invalid post-operative images/visual field results.,,
N680,RARC,Missing/Incomplete/Invalid date of previous dental extractions.,,
N681,RARC,Missing/Incomplete/Invalid full arch series.,,
N682,RARC,Missing/Incomplete/Invalid history of prior periodontal therapy/maintenance.,,
N683,RARC,Missing/Incomplete/Invalid prior treatment documentation.,,
N684,RARC,Payment denied as this is a specialty claim submitted as a general claim.,,
N685,RARC,"Missing/Incomplete/Invalid Prosthesis, Crown or Inlay Code.",,
N686,RARC,Missing/incomplete/Invalid questionnaire needed to complete payment determination.,,
N687,RARC,Alert: This reversal is due to a retroactive disenrollment.,,
N688,RARC,Alert: This reversal is due to a medical or utilization review decision.,,
N689,RARC,Alert: This reversal is due to a retroactive rate change.,,
N690,RARC,Alert: This reversal is due to a provider submitted appeal.,,
N691,RARC,Alert: This reversal is due to a patient submitted appeal.,,
N692,RARC,Alert: This reversal is due to an incorrect rate on the initial adjudication.,,
N693,RARC,Alert: This reversal is due to a cancellation of the claim by the provider.,,
N694,RARC,Alert: This reversal is due to a resubmission/change to the claim by the provider.,,
N695,RARC,Alert: This reversal is due to incorrect patient financial responsibility information on the initial adjudication.,,
N696,RARC,Alert: This reversal is due to a Coordination of Benefits or Third Party Liability Recovery retroactive adjustment.,,
N697,RARC,Alert: This reversal is due to a payer's retroactive contract incentive program adjustment.,,
N698,RARC,"Alert: This reversal is due to non-payment of the health insurance premiums (Health Insurance Exchange or other) by the end of the premium payment grace period, resulting in loss of coverage.",,
N699,RARC,Payment adjusted based on the Physician Quality Reporting System (PQRS) Incentive Program.,,
N700,RARC,Payment adjusted based on the Electronic Health Records (EHR) Incentive Program.,,
N701,RARC,Payment adjusted based on the Value-based Payment Modifier.,,
N702,RARC,Decision based on review of previously adjudicated claims or for claims in process for the same/similar type of services.,,
N703,RARC,This service is incompatible with previously adjudicated claims or claims in process.,,
N704,RARC,Alert: You may not appeal this decision but can resubmit this claim/service with corrected information if warranted.,,
N705,RARC,Incomplete/invalid documentation.,,
N706,RARC,Missing documentation.,,
N707,RARC,Incomplete/invalid orders.,,
N708,RARC,Missing orders.,,
N709,RARC,Incomplete/invalid notes.,,
N710,RARC,Missing notes.,,
N711,RARC,Incomplete/invalid summary.,,
N712,RARC,Missing summary.,,
N713,RARC,Incomplete/invalid report.,,
N714,RARC,Missing report.,,
N715,RARC,Incomplete/invalid chart.,,
N716,RARC,Missing chart.,,
N717,RARC,Incomplete/Invalid documentation of face-to-face examination.,,
N718,RARC,Missing documentation of face-to-face examination.,,
N719,RARC,Penalty applied based on plan requirements not being met.,,
N720,RARC,Alert: The patient overpaid you. You may need to issue the patient a refund for the difference between the patient's payment and the amount shown as patient responsibility on this notice.,,
N721,RARC,This service is only covered when performed as part of a clinical trial.,,
N722,RARC,Patient must use Workers' Compensation Set-Aside (WCSA) funds to pay for the medical service or item.,,
N723,RARC,Patient must use Liability set-aside (LSA) funds to pay for the medical service or item.,,
N724,RARC,Patient must use No-Fault set-aside (NFSA) funds to pay for the medical service or item.,,
N725,RARC,A liability insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.,,
N726,RARC,A conditional payment is not allowed.,,
N727,RARC,A no-fault insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.,,
N728,RARC,A workers' compensation insurer has reported having ongoing responsibility for medical services (ORM) for this diagnosis.,,
N729,RARC,Missing patient medical/dental record for this service.,,
N730,RARC,Incomplete/invalid patient medical/dental record for this service.,,
N731,RARC,Incomplete/Invalid mental health assessment.,,
N732,RARC,Services performed at an unlicensed facility are not reimbursable.,,
N733,RARC,Regulatory surcharges are paid directly to the state.,,
N734,RARC,The patient is eligible for these medical services only when unable to work or perform normal activities due to an illness or injury.,,
N735,RARC,Adjustment without review of medical/dental record because the requested records were not received or were not received timely.,,
N736,RARC,Incomplete/invalid Sleep Study Report.,,
N737,RARC,Missing Sleep Study Report.,,
N738,RARC,Incomplete/invalid Vein Study Report.,,
N739,RARC,Missing Vein Study Report.,,
N740,RARC,The member's Consumer Spending Account does not contain sufficient funds to cover the member's liability for this claim/service.,,
N741,RARC,This is a site neutral payment.,,
N742,RARC,"Alert: This claim was processed based on one or more ICD-9 codes. The transition to ICD-10 is required by October 1, 2015, for health care providers, health plans, and clearinghouses. More information can be found at http://www.cms.gov/Medicare/Coding/ICD10/ProviderResources.html",,
N743,RARC,Adjusted because the services may be related to an employment accident.,,
N744,RARC,Adjusted because the services may be related to an auto/other accident.,,
N745,RARC,Missing Ambulance Report.,,
N746,RARC,Incomplete/invalid Ambulance Report.,,
N747,RARC,This is a misdirected claim/service. Submit the claim to the payer/plan where the patient resides.,,
N748,RARC,Adjusted because the related hospital charges have not been received.,,
N749,RARC,Missing Blood Gas Report.,,
N750,RARC,Incomplete/invalid Blood Gas Report.,,
N751,RARC,Adjusted because the patient is covered under a Medicare Part D plan.,,
N752,RARC,Missing/incomplete/invalid HIPPS Treatment Authorization Code (TAC).,,
N753,RARC,Missing/incomplete/invalid Attachment Control Number.,,
N754,RARC,Missing/incomplete/invalid Referring Provider or Other Source Qualifier on the 1500 Claim Form.,,
N755,RARC,Missing/incomplete/invalid ICD Indicator.,,
N756,RARC,Missing/incomplete/invalid point of drop-off address.,,
N757,RARC,Adjusted based on the Federal Indian Fees schedule (MLR).,,
N758,RARC,Adjusted based on the prior authorization decision.,,
N759,RARC,Payment adjusted based on the National Electrical Manufacturers Association (NEMA) Standard XR-29-2013.,,
N760,RARC,This facility is not authorized to receive payment for the service(s).,,
N761,RARC,This provider is not authorized to receive payment for the service(s).,,
N762,RARC,This facility is not certified for Tomosynthesis (3-D) mammography.,,
N763,RARC,The demonstration code is not appropriate for this claim; resubmit without a demonstration code.,,
N764,RARC,Missing/incomplete/invalid Hematocrit (HCT) value.,,
N765,RARC,This payer does not cover coinsurance assessed by a previous payer.,,
N766,RARC,This payer does not cover co-payment assessed by a previous payer.,,
N767,RARC,The Medicaid state requires provider to be enrolled in the member's Medicaid state program prior to any claim benefits being processed.,,
N768,RARC,Incomplete/invalid initial evaluation report.,,
N769,RARC,A lateral diagnosis is required.,,
N770,RARC,The adjustment request received from the provider has been processed. Your original claim has been adjusted based on the information received.,,
N771,RARC,Alert: Under Federal law you cannot charge more than the limiting charge amount.,,
N772,RARC,Alert: Rebill urgent/emergent and ancillary services separately.,,
N773,RARC,Drug supplied not obtained from specialty vendor.,,
N774,RARC,Alert: Refer to your Third Party Processor Agreement for specific information on fees associated with this payment type.,,
N775,RARC,Payment adjusted based on x-ray radiograph on film.,,
N776,RARC,This service is not a covered Telehealth service.,,
N777,RARC,Missing Assignment of Benefits Indicator.,,
N778,RARC,Missing Primary Care Physician Information.,,
N779,RARC,Replacement/Void claims cannot be submitted until the original claim has finalized. Please resubmit once payment or denial is received.,,
N780,RARC,Missing/incomplete/invalid end therapy date.,,
N781,RARC,Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected deductible. This amount may be billed to a subsequent payer.,,
N782,RARC,Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected coinsurance. This amount may be billed to a subsequent payer.,,
N783,RARC,Alert: Patient is a Medicaid/ Qualified Medicare Beneficiary. Review your records for any wrongfully collected copayment. This amount may be billed to a subsequent payer.,,
N784,RARC,Missing comprehensive procedure code.,,
N785,RARC,Missing current radiology film/images.,,
N786,RARC,Benefit limitation for the orthodontic active and/or retention phase of treatment.,,
N787,RARC,"Alert: Under 42 CFR 410.43, an eligible Partial Hospitalization Program (PHP) patient/beneficiary requires a minimum of 20 hours of PHP services per week, as evidenced in the plan of care. PHP services must be furnished in accordance with the plan of care.",,
N788,RARC,Alert: The third-party administrator/review organization did not receive the required information.,,
N789,RARC,Clinical Trial is not a covered benefit.,,
N790,RARC,Provider/supplier not accredited for product/service.,,
N791,RARC,Missing history & physical report.,,
N792,RARC,Incomplete/invalid history & physical report.,,
N793,RARC,"Alert: Starting January 1, 2020, Medicare will ONLY accept claims submitted with the Medicare Beneficiary Identifier (MBI). Medicare will reject any claims submitted with the Health Insurance Claim Number (HICN) with a few exceptions. Please see www.cms.gov/Medicare/New-Medicare-Card/index.html for more information.",,
N794,RARC,Payment adjusted based on type of technology used.,,
N795,RARC,Item must be resubmitted as a purchase.,,
N796,RARC,Missing/incomplete/invalid Hemoglobin (Hb or Hgb) value.,,
N797,RARC,Missing/incomplete/invalid date qualifier.,,
N798,RARC,Submit a void request for the original claim and resubmit a new claim.,,
N799,RARC,"Submitted identifier must be an individual identifier, not group identifier.",,
N800,RARC,Only one service date is allowed per claim.,,
N801,RARC,"Services performed in a Medicare participating or CAH facility under a self-insured tribal Group Health Plan, in accordance with Federal Regulation 42 CFR 136.",,
N802,RARC,This claim/service is not payable under our service area. The claim must be filed to the Payer/Plan in whose service area the Rendering Physician is located.,,
N803,RARC,Submission of the claim for the service rendered is the responsibility of the Contracted Medical Group or Hospital.,,
N804,RARC,Alert: The claim/service was processed through the Outpatient Code Editor (OCE).,,
N805,RARC,Alert: The claim/service was processed through the Correct Code Editor (CCE).,,
N806,RARC,Payment is included in the Global transplant allowance.,,
N807,RARC,Payment adjustment based on the Merit-based Incentive Payment System (MIPS).,,
N808,RARC,Not covered for this provider type / provider specialty.,,
N809,RARC,"Alert: The fee schedule amount for this service was adjusted based on prior competitive bidding rates. For more information, contact your local contractor.",,
N810,RARC,"Alert: Due to federal, state or local disaster declaration, this claim has been processed at the in-network level of benefit. At the conclusion or expiration of the disaster declaration, network payment rules will be reinstated.",,
N811,RARC,Missing Federal Sequestration Reduction from Prior Payer.,,
N812,RARC,The start service date through end service date cannot span greater than 18 months.,,
N815,RARC,Missing/Incomplete/Invalid NDC Unit Count,,
N816,RARC,Missing/Incomplete/Invalid NDC Unit of Measure,,
N817,RARC,"Alert: Applicable laboratories are required to collect and report private payor data and report that data to CMS between January 1, 2020 - March 31, 2020.",,
N818,RARC,Claims Dates of Service do not match Electronic Visit Verification System.,,
N819,RARC,Patient not enrolled in Electronic Visit Verification System.,,
N820,RARC,Electronic Visit Verification System units do not meet requirements of visit.,,
N821,RARC,Electronic Visit Verification System visit not found.,,
N822,RARC,Missing procedure modifier(s).,,
N823,RARC,Incomplete/Invalid procedure modifier(s).,,
N824,RARC,Electronic Visit Verification (EVV) data must be submitted through EVV Vendor.,,
N825,RARC,Early intervention guidelines were not met.,,
N826,RARC,Patient did not meet the inclusion criteria for the Medicare Shared Savings Program.,,
N827,RARC,Missing/Incomplete/Invalid Federal Information Processing Standard (FIPS) Code.,,
N828,RARC,Alert: Payment is suppressed due to a contracted funding.,,
N829,RARC,Missing/incomplete/invalid Diagnostics Exchange Z-Code Identifier.,,
N830,RARC,"Alert: The charge[s] for this service was processed in accordance with Federal/ State, Balance Billing/ No Surprise Billing regulations. As such, any amount identified with OA, CO, or PI cannot be collected from the member and may be considered provider liability or be billable to a subsequent payer. Any amount the provider collected over the identified PR amount must be refunded to the patient within applicable Federal/State timeframes. Payment amounts are eligible for dispute pursuant to any Federal/State documented appeal/grievance process(es).",,
N831,RARC,You have not responded to requests to revalidate your provider/supplier enrollment information.,,
N832,RARC,Duplicate occurrence code/occurrence span code.,,
N833,RARC,Patient share of cost waived.,,
N834,RARC,Jurisdiction exempt from sales and health tax charges.,,
N835,RARC,Unrelated Service/procedure/treatment is reduced. The balance of this charge is the patient's responsibility.,,
N836,RARC,Provider W9 or Payee Registration not on file.,,
N837,RARC,Alert: Missing modifier was added.,,
N838,RARC,"Alert: Service/procedure postponed due to a federal, state, or local mandate/disaster declaration. Any amounts applied to deductible or member liability will be applied to the prior plan year from which the procedure was cancelled.",,
N839,RARC,The procedure code was added/changed because the level of service exceeds the compensable condition(s).,,
N840,RARC,Worker's compensation claim filed with a different state.,,
N841,RARC,Alert: North Dakota Administrative Rule 92-01-02-50.3.,,
N842,RARC,Alert: Patient cannot be billed for charges.,,
N843,RARC,Missing/incomplete/invalid Core-Based Statistical Area (CBSA) code.,,
N844,RARC,"This claim, or a portion of this claim, was processed in accordance with the Nebraska Legislative LB997 July 24, 2020 - Out of Network Emergency Medical Care Act.",,
N845,RARC,"Alert: Nebraska Legislative LB997 July 24, 2020 - Out of Network Emergency Medical Care Act.",,
N846,RARC,National Drug Code (NDC) supplied does not correspond to the HCPCs/CPT billed.,,
N847,RARC,National Drug Code (NDC) billed is obsolete.,,
N848,RARC,National Drug Code (NDC) billed cannot be associated with a product.,,
N849,RARC,Missing Tooth Clause: Tooth missing prior to the member effective date.,,
N850,RARC,Missing/incomplete/invalid narrative explaining/describing this service/treatment.,,
N851,RARC,Payment reduced because services were furnished by a therapy assistant.,,
N852,RARC,The pay-to and rendering provider tax identification numbers (TINs) do not match,,
N853,RARC,The number of modalities performed per session exceeds our acceptable maximum.,,
